Lat,Lon,GYear
29.770633,-95.414819,1977
40.443842,-86.911409,1977
37.688081,-122.149396,1977
35.09904,-89.848207,1977
27.912173,-82.296703,1977
41.783823,-88.146897,1977
40.42847,-88.98691,1977
33.57612,-117.73638,1978
41.008576,-74.041923,1978
41.231451,-81.641199,1978
34.001758,-118.394799,1978
34.754898,-87.681822,1978
29.66249,-82.325135,1978
37.662085,-113.196253,1978
33.893354,-117.931038,1978
36.161267,-86.783675,1978
41.671706,-86.252194,1978
42.905877,-78.627625,1978
39.893349,-84.219043,1978
40.385487,-74.172575,1978
43.601347,-84.206759,1978
39.908086,-75.004604,1978
38.163,-85.5213,1978
41.494448,-82.020479,1978
37.739355,-122.242485,1978
41.2866,-92.60028,1978
43.087492,-77.432058,1978
34.001758,-118.394799,1978
40.91382,-73.3335,1978
34.809759,-82.333042,1978
42.98039,-78.737853,1978
40.069498,-82.526879,1978
44.981963,-93.26551,1978
34.012451,-118.471282,1978
39.89393,-86.229942,1978
39.89393,-86.229942,1978
43.220645,-77.464013,1978
31.446944,-100.450967,1978
41.831029,-87.873348,1978
33.640149,-117.915876,1978
43.601347,-84.206759,1978
48.098404,-122.237318,1978
39.085561,-84.513589,1978
29.770633,-95.414819,1978
39.085561,-84.513589,1978
41.008576,-74.041923,1978
35.996965,-78.899565,1978
40.576451,-79.72398,1978
40.518707,-79.834203,1978
41.662647,-86.157621,1978
29.756417,-94.968734,1978
36.295542,-95.15223,1978
31.769906,-106.428276,1978
37.322857,-122.052958,1978
37.322857,-122.052958,1978
40.442411,-79.996664,1978
41.458768,-72.826674,1978
38.156983,-121.146692,1978
33.802254,-118.068984,1978
39.89393,-86.229942,1978
39.2886,-81.59568,1978
31.57164,-97.38222,1978
43.017264,-70.897061,1978
40.148617,-75.266159,1978
40.385487,-74.172575,1978
41.059559,-74.14669,1978
40.449365,-79.68196,1978
37.809816,-122.265531,1978
33.907592,-118.020573,1978
39.111974,-76.553563,1978
39.111974,-76.553563,1978
39.515866,-105.311973,1978
41.902291,-91.25499,1978
30.418422,-91.139518,1978
37.678149,-92.6648,1978
41.1735,-81.4497,1978
40.148617,-75.266159,1978
41.671706,-86.252194,1978
41.444713,-71.995991,1978
41.008576,-74.041923,1978
35.928939,-79.040693,1978
38.855021,-76.939108,1978
36.738109,-95.93326,1978
33.956096,-118.449853,1978
40.245694,-74.942426,1978
36.738109,-95.93326,1978
42.086421,-87.826831,1978
48.098404,-122.237318,1978
48.098404,-122.237318,1978
39.731712,-75.669224,1978
29.770633,-95.414819,1978
33.969836,-118.071934,1978
39.085561,-84.513589,1978
41.014711,-81.6145,1978
35.685858,-117.832494,1978
35.371135,-85.392644,1978
28.024675,-80.539219,1978
39.085561,-84.513589,1978
40.152223,-74.851228,1978
38.815289,-76.749621,1978
40.160065,-104.966226,1978
34.112736,-118.365832,1978
31.531269,-97.19223,1978
34.001758,-118.394799,1978
40.693796,-74.382617,1978
43.601347,-84.206759,1978
34.146529,-117.573112,1978
41.882953,-87.975404,1978
42.374067,-71.117136,1978
40.693796,-74.382617,1978
33.874322,-118.39546,1978
39.023561,-92.248218,1978
40.385487,-74.172575,1978
42.233956,-87.863856,1978
42.233956,-87.863856,1978
33.52554,-117.71436,1978
40.145928,-75.122767,1978
37.95114,-122.53956,1978
42.13061,-88.092341,1978
33.837257,-117.871219,1978
34.489743,-120.039532,1978
36.06165,-95.923301,1978
32.765788,-96.85689,1978
37.69302,-97.337204,1978
28.060933,-81.05253,1978
40.585753,-73.657497,1978
44.11499,-94.215898,1978
